timestamp,latitude,longitude
1681712764.9519157,45.42388915201054,11.947736928948897
1681712765.9519005,45.423895018243236,11.9477528059126
1681712766.9518847,45.42389641260173,11.947769182986644
1681712767.9518695,45.42389839348207,11.947767739869418
1681712768.9518542,45.42390043218527,11.947810920523994
1681712769.9518387,45.4238951719322,11.947826970911109
1681712770.9518228,45.42389739166035,11.947843174248069
1681712771.9518075,45.423889547558986,11.947868920941813
1681712772.9517918,45.42388322278798,11.947891626656125
1681712773.9517765,45.423884793962785,11.947908094109177
1681712774.9517608,45.42388641871694,11.947916738477492
1681712775.9517455,45.42389428614871,11.94790384751545
1681712776.9517298,45.42389030620536,11.9479179295684
1681712777.9517145,45.42388366008488,11.94792743622898
1681712778.9516997,45.42388169241296,11.947937942993262
1681712779.9516842,45.42387550398535,11.94795303203269
1681712780.951668,45.423872054720356,11.947963877588146
1681712781.9516525,45.42386642821048,11.947984459334313
1681712782.9516373,45.42385777900875,11.948001512587968
1681712783.951622,45.42384916572415,11.948022427711095
1681712784.9516068,45.42384250600074,11.948044585234864
1681712785.9515905,45.42383620534072,11.94805851667829
1681712786.951575,45.423827625246645,11.94807141821164
1681712787.9515603,45.42382639459015,11.948082745863795
1681712788.9515443,45.4238213442195,11.948076472188111
1681712789.9515295,45.42382753182136,11.948085563693333
1681712790.9515142,45.42383692058174,11.948094185650174
1681712791.9514987,45.423835851150095,11.94810488102511
1681712792.9514825,45.4238459978946,11.948113114284084
1681712793.951467,45.42386158165861,11.948120829603347
1681712794.9514518,45.42388032274645,11.948140766034324
1681712795.9514365,45.42389395877373,11.948154885930995
1681712796.9514208,45.42390679619299,11.948159924460846
1681712797.9514058,45.423917395793474,11.948172619038479
1681712798.9513898,45.42392907627927,11.948185550565873
1681712799.951375,45.42394015529542,11.94819878903745
1681712800.9513588,45.42395447367231,11.948208901032848
1681712801.951344,45.42396329678462,11.948220922817624
1681712802.9513283,45.42398111113962,11.948233398254136
1681712803.9513125,45.42399657499559,11.948245500703848
1681712804.951297,45.42400316831172,11.948255890203821
1681712805.9512815,45.42402146004558,11.948259066420691
1681712806.9512663,45.42403765583149,11.948261958914907
1681712807.951251,45.42405494796939,11.948267518116912
1681712808.951235,45.42407560712363,11.948268145449761
1681712809.95122,45.42408213304677,11.948272327505242
1681712810.9512043,45.42408304883949,11.948267570519205
1681712811.9511886,45.42408771602318,11.948262954863065
1681712812.951173,45.42409990898048,11.948253164251526
1681712813.9511578,45.42411099746192,11.948249175229483
1681712814.9511428,45.42411946437707,11.948242903617116
1681712815.9511275,45.424130430806386,11.948242138652697
1681712816.9511113,45.424136831836435,11.948240983882616
1681712817.9510963,45.42414192245621,11.948227897873593
1681712818.9510803,45.42414193537655,11.948217285915533
1681712819.951065,45.42414599042168,11.948218122411452
1681712820.9510493,45.42415140044473,11.948216421818735
1681712821.951034,45.42416376482469,11.948217155231246
1681712822.9510183,45.42417152513165,11.948221816903295
1681712823.9510036,45.42418162424084,11.948223168154648
1681712824.950988,45.42419792315155,11.948235088911922
1681712825.9509723,45.42421248164785,11.948252174184445
1681712826.9509568,45.42422549090273,11.94826626693647
1681712829.46812,45.424253297872646,11.94827356151196
1681712829.9509106,45.42426519711834,11.948280515604884
1681712830.950895,45.42427280916461,11.948293673840508
1681712831.95088,45.42428379209088,11.948305032217428
1681712832.9508638,45.42429205697568,11.948313395237005
1681712833.950848,45.424298004026156,11.948326012038864
1681712834.9508338,45.42430945032968,11.948334672829104
1681712835.950818,45.42431825556708,11.948348544091937
1681712836.950802,45.42432847246704,11.948360881142499
1681712837.9507868,45.42434060671831,11.948373914398955
1681712838.9507713,45.42434629072092,11.948387569908762
1681712839.950756,45.424351742368344,11.948396656288711
1681712840.9507408,45.42436112249992,11.948411149662025
1681712841.950725,45.42437246198668,11.948422795435194
1681712842.9507093,45.42438171385731,11.948430871965275
1681712843.9506938,45.424388999171256,11.948444847968695
1681712844.9506788,45.4244018475602,11.948457974101883
1681712845.950663,45.42441579013431,11.948461672242233
1681712846.9506476,45.42442934897799,11.948465636239824
1681712847.9506323,45.42443967021334,11.948466665636245
1681712848.9506168,45.42444923510541,11.948465238422575
1681712849.9506016,45.424461248803205,11.948475738139742
1681712850.9505858,45.42447024927615,11.948477761678731
1681712851.95057,45.42447988919848,11.948479792093384
1681712852.950555,45.424495148212216,11.948488375291818
1681712853.95054,45.42450431211922,11.948492536589466
1681712854.9505239,45.42451719315379,11.948499810471398
1681712855.950509,45.42452491462624,11.94850111487858
1681712856.9504933,45.424536186247614,11.94851600216823
1681712857.9504771,45.42454846773991,11.948521316897512
1681712858.9504619,45.42456138643551,11.948530121733361
1681712859.950447,45.42457025679951,11.948539276745844
1681712860.9504313,45.424578729497014,11.948546446926489
1681712861.9504156,45.42458788234556,11.948553589997994
1681712862.9504004,45.42459568564168,11.948556884771197
1681712863.9503846,45.424603541572196,11.948564878071736
1681712864.950369,45.42461583699977,11.948575452524626
1681712865.950354,45.42462390183576,11.948581811341203
1681712866.9503384,45.424633951853096,11.94859554572426
1681712867.9503226,45.42464366324667,11.948604875010593
1681712868.9503074,45.424649187981345,11.948613507221372
1681712869.9502919,45.42465406321685,11.948622156330504
1681712870.9502764,45.42466246084751,11.948631555599384
1681712871.9502606,45.424663175572796,11.948637454019634
1681712872.9502451,45.424664702913276,11.948643059474628
1681712873.9502301,45.42466838448443,11.948649651264793
1681712874.9508858,45.42466800630274,11.948654581896488
1681712875.9506319,45.424664135739704,11.948666110454736
1681712876.9507794,45.42465146905393,11.948683344047636
1681712877.9501276,45.42464126295698,11.948695863469968
1681712878.950677,45.42463286551281,11.948706281663357
1681712879.9501572,45.42462272468223,11.948721549829695
1681712880.9500875,45.42461055453283,11.948732740724854
1681712881.9508448,45.424610764883354,11.948755022760356
1681712882.9504929,45.42460592980141,11.948774112263072
1681712883.9510474,45.424597027310824,11.948782250498184
1681712884.9510317,45.424586660295944,11.948787191403099
1681712885.9510167,45.42457560545944,11.948794831410508
1681712886.9510012,45.424564915842225,11.948803372312256
1681712887.950986,45.42455882820731,11.94881357780946
1681712888.9509702,45.42455021964757,11.948826718028918
1681712889.9509544,45.42454239620722,11.948838575833166
1681712890.9509394,45.42453199696206,11.948850110106838
1681712891.9509234,45.42452075894862,11.948864243852972
1681712892.9509084,45.42451560895987,11.948875047787244
1681712960.344971,45.42395124503707,11.948093953360077
1681712960.768622,45.42395424070868,11.948094757980282
1681712960.768622,45.42395285908959,11.94809456318883
1681712961.554833,45.42409184830287,11.948129537666766
1681712962.8435316,45.424110054881055,11.948282023291597
1681712963.7935162,45.42414209458682,11.948323205102474
1681712964.7435012,45.42415471856031,11.948330657604208
1681712965.6934867,45.424168194784635,11.948349631510206
1681712966.6434717,45.42417705087554,11.948368288997733
1681712967.593546,45.42419227721142,11.94838405845937
1681712968.5425482,45.42420535872011,11.948368061010186
1681712969.4931166,45.42421908545774,11.94831957669911
